City_Country,lat,lng,city,country
"Malabon, Malabon - Philippines",14.66,120.96,Malabon,Philippines
"Neiva, Huila - Colombia",2.9345,-75.2809,Neiva,Colombia
"Novi Sad, Novi Sad - Serbia",45.2542,19.8425,Novi Sad,Serbia
"Huancayo, Junín - Peru",-12.0667,-75.2167,Huancayo,Peru
"Celaya, Guanajuato - Mexico",20.5222,-100.8122,Celaya,Mexico
"Ichinomiya, Aichi - Japan",35.3039,136.8031,Ichinomiya,Japan
"Caruaru, Pernambuco - Brazil",-8.2828,-35.9758,Caruaru,Brazil
"Sintra, Lisboa - Portugal",38.7992,-9.3883,Sintra,Portugal
"Hatay, Hatay - Turkey",36.2025,36.1606,Hatay,Turkey
"Iquitos, Loreto - Peru",-3.75,-73.25,Iquitos,Peru
"Pānihāti, West Bengal - India",22.69,88.37,Pānihāti,India
"Cainta, Rizal - Philippines",14.57,121.12,Cainta,Philippines
"Helixi, Anhui - China",30.6267,118.9861,Helixi,China
"Mamou, Mamou - Guinea",10.3833,-12.0833,Mamou,Guinea
"Manukau City, Auckland - New Zealand",-37.0,174.885,Manukau City,New Zealand
"Itaquaquecetuba, São Paulo - Brazil",-23.4864,-46.3486,Itaquaquecetuba,Brazil
"Cantonment, Punjab - Pakistan",31.5167,74.3833,Cantonment,Pakistan
"Rohtak, Haryāna - India",28.8909,76.5796,Rohtak,India
"Gaziantep, Gaziantep - Turkey",37.0628,37.3792,Gaziantep,Turkey
"Māler Kotla, Punjab - India",30.5167,75.8833,Māler Kotla,India
"Bhawana, Punjab - Pakistan",31.5661,72.6461,Bhawana,Pakistan
"Khorramābād, Lorestān - Iran",33.4875,48.3561,Khorramābād,Iran
"Lipa City, Batangas - Philippines",13.9411,121.1622,Lipa City,Philippines
"Butuan, Butuan - Philippines",8.948,125.543,Butuan,Philippines
"Dikirnis, Ad Daqahlīyah - Egypt",31.0883,31.5969,Dikirnis,Egypt
"Stoke-on-Trent, Stoke-on-Trent - United Kingdom",53.0,-2.1833,Stoke-on-Trent,United Kingdom
"Takasaki, Gunma - Japan",36.3219,139.0033,Takasaki,Japan
"Malakwal, Punjab - Pakistan",32.5531,73.2067,Malakwal,Pakistan
"Toyohashi, Aichi - Japan",34.7692,137.3915,Toyohashi,Japan
"Chitungwiza, Harare - Zimbabwe",-17.9939,31.0481,Chitungwiza,Zimbabwe
"Gebze, Kocaeli - Turkey",40.8,29.4333,Gebze,Turkey
"Cibinong, Jawa Barat - Indonesia",-6.485,106.842,Cibinong,Indonesia
"Lengshuijiang, Hunan - China",27.686,111.436,Lengshuijiang,China
"Panshi, Jilin - China",42.95,126.0667,Panshi,China
"Az Zubayr, Al Başrah - Iraq",30.3833,47.7,Az Zubayr,Iraq
"Oxnard, California - United States",34.1964,-119.1815,Oxnard,United States
"Vinnytsia, Vinnytska Oblast - Ukraine",49.2333,28.4833,Vinnytsia,Ukraine
"Indio, California - United States",33.7346,-116.2346,Indio,United States
"Bharatpur, Nepal - Nepal",27.6833,84.4333,Bharatpur,Nepal
"Petare, Miranda - Venezuela",10.4833,-66.8167,Petare,Venezuela
"Nagano, Nagano - Japan",36.6486,138.1947,Nagano,Japan
"Huichang, Henan - China",34.9073,112.7914,Huichang,China
"Keelung, Keelung - Taiwan",25.1333,121.7333,Keelung,Taiwan
"Bauru, São Paulo - Brazil",-22.315,-49.0608,Bauru,Brazil
"La Florida, Región Metropolitana - Chile",-33.5333,-70.5833,La Florida,Chile
"Nicolás Romero, México - Mexico",19.5833,-99.3667,Nicolás Romero,Mexico
"Jinshan, Yunnan - China",25.1462,102.0723,Jinshan,China
"Baguio City, Baguio - Philippines",16.4119,120.5933,Baguio City,Philippines
"Scranton, Pennsylvania - United States",41.4044,-75.6649,Scranton,United States
"Bochum, North Rhine-Westphalia - Germany",51.4819,7.2158,Bochum,Germany
"Sivas, Sivas - Turkey",39.75,37.0167,Sivas,Turkey
"Kolga, Chhattīsgarh - India",22.35,82.68,Kolga,India
"Korba, Chhattīsgarh - India",22.3458,82.6963,Korba,India
"Qardho, Bari - Somalia",9.5,49.0833,Qardho,Somalia
"Rio Branco, Acre - Brazil",-9.9747,-67.81,Rio Branco,Brazil
"Tecámac, México - Mexico",19.7131,-98.9683,Tecámac,Mexico
"Alanya, Antalya - Turkey",36.55,32.0,Alanya,Turkey
"Mandaue City, Mandaue - Philippines",10.33,123.93,Mandaue City,Philippines
"Victorville, California - United States",34.5277,-117.3536,Victorville,United States
"Kocaeli, Kocaeli - Turkey",40.7625,29.9175,Kocaeli,Turkey
"Warri, Delta - Nigeria",5.5167,5.75,Warri,Nigeria
"Victoria, British Columbia - Canada",48.4283,-123.3647,Victoria,Canada
"Wŏnsan, Kangwŏn - Korea, North",39.1475,127.4461,Wŏnsan,"Korea, North"
"Iligan, Iligan - Philippines",8.23,124.25,Iligan,Philippines
"Anguo, Hebei - China",38.418,115.327,Anguo,China
"K’ebrī Dehar, Sumalē - Ethiopia",6.7333,44.2667,K’ebrī Dehar,Ethiopia
"Coventry, Coventry - United Kingdom",52.4081,-1.5106,Coventry,United Kingdom
"Kayapınar, Diyarbakır - Turkey",37.95,40.1667,Kayapınar,Turkey
"Trenton, New Jersey - United States",40.2237,-74.7641,Trenton,United States
"Cuenca, Azuay - Ecuador",-2.8974,-79.0045,Cuenca,Ecuador
"Blumenau, Santa Catarina - Brazil",-26.9333,-49.05,Blumenau,Brazil
"Nanqiao, Shanghai - China",30.9167,121.4547,Nanqiao,China
"Florence, Tuscany - Italy",43.7714,11.2542,Florence,Italy
"Buurhakaba, Bay - Somalia",2.7833,44.0833,Buurhakaba,Somalia
"Bengkulu, Bengkulu - Indonesia",-3.7956,102.2592,Bengkulu,Indonesia
"Malmö, Skåne - Sweden",55.6058,13.0358,Malmö,Sweden
"Wudalianchi, Heilongjiang - China",48.75,126.1667,Wudalianchi,China
"Shuanghe, Sichuan - China",30.3746,106.7903,Shuanghe,China
"Pétion-Ville, Ouest - Haiti",18.5128,-72.2864,Pétion-Ville,Haiti
"Utrecht, Utrecht - Netherlands",52.0908,5.1217,Utrecht,Netherlands
"Sīkar, Rājasthān - India",27.62,75.15,Sīkar,India
"Umuahia, Abia - Nigeria",5.5333,7.4833,Umuahia,Nigeria
"Vitsyebsk, Vitsyebskaya Voblasts’ - Belarus",55.1917,30.2056,Vitsyebsk,Belarus
"Palmira, Valle del Cauca - Colombia",3.5833,-76.25,Palmira,Colombia
"Wuppertal, North Rhine-Westphalia - Germany",51.2667,7.1833,Wuppertal,Germany
"Hrodna, Hrodzyenskaya Voblasts’ - Belarus",53.6667,23.8333,Hrodna,Belarus
"Ash Shuhadā’, Al Minūfīyah - Egypt",30.6039,30.9021,Ash Shuhadā’,Egypt
"Karūr, Tamil Nādu - India",10.9601,78.0766,Karūr,India
"Ponta Grossa, Paraná - Brazil",-25.0994,-50.1583,Ponta Grossa,Brazil
"Sasarām, Bihār - India",24.95,84.03,Sasarām,India
"Taraz, Zhambyl - Kazakhstan",42.9,71.3667,Taraz,Kazakhstan
"Cubal, Benguela - Angola",-13.0333,14.25,Cubal,Angola
"Luena, Moxico - Angola",-11.7918,19.9062,Luena,Angola
"Karnāl, Haryāna - India",29.686,76.989,Karnāl,India
"Yong’an, Fujian - China",25.942,117.365,Yong’an,China
"Konak, İzmir - Turkey",38.4189,27.1285,Konak,Turkey
"Minatitlán, Veracruz - Mexico",17.9833,-94.55,Minatitlán,Mexico
"Linxia Chengguanzhen, Gansu - China",35.6047,103.2422,Linxia Chengguanzhen,China
"Brahmapur, Odisha - India",19.315,84.7941,Brahmapur,India
"Chānda, Mahārāshtra - India",19.95,79.3,Chānda,India
"Caucaia, Ceará - Brazil",-3.7167,-38.65,Caucaia,Brazil
"Cuito, Bié - Angola",-12.3833,16.9333,Cuito,Angola
"Cabuyao, Laguna - Philippines",14.275,121.125,Cabuyao,Philippines
"Hongzhai, Gansu - China",34.9857,104.5446,Hongzhai,China
"Gedaref, Gedaref - Sudan",14.0333,35.3833,Gedaref,Sudan
"San Fernando, Pampanga - Philippines",15.03,120.68,San Fernando,Philippines
"Kawagoe, Saitama - Japan",35.9251,139.4858,Kawagoe,Japan
"Modesto, California - United States",37.6375,-121.0028,Modesto,United States
"Nizhniy Tagil, Sverdlovskaya Oblast’ - Russia",57.9167,59.9667,Nizhniy Tagil,Russia
"Pokhara, Gaṇḍakī - Nepal",28.2083,83.9889,Pokhara,Nepal
"Villahermosa, Tabasco - Mexico",17.9892,-92.9281,Villahermosa,Mexico
"Van, Van - Turkey",38.4942,43.38,Van,Turkey
"Mahilyow, Mahilyowskaya Voblasts’ - Belarus",53.9167,30.35,Mahilyow,Belarus
"Wakayama, Wakayama - Japan",34.2333,135.1667,Wakayama,Japan
"Osh, Osh - Kyrgyzstan",40.53,72.8,Osh,Kyrgyzstan
"Kita-ku, Tōkyō - Japan",35.75,139.7333,Kita-ku,Japan
"Gimpo, Gyeonggi - Korea, South",37.7,126.6,Gimpo,"Korea, South"
"Corrientes, Corrientes - Argentina",-27.4833,-58.8167,Corrientes,Argentina
"Franca, São Paulo - Brazil",-20.5389,-47.4008,Franca,Brazil
"Thari Mir Wah, Sindh - Pakistan",27.0683,68.6023,Thari Mir Wah,Pakistan
"Nara, Nara - Japan",34.6844,135.805,Nara,Japan
"Vladimir, Vladimirskaya Oblast’ - Russia",56.1286,40.4058,Vladimir,Russia
"Yakeshi, Inner Mongolia - China",49.286,120.712,Yakeshi,China
"Nam Định, Nam Định - Vietnam",20.42,106.1683,Nam Định,Vietnam
"Sinŭiju, P’yŏngbuk - Korea, North",40.1,124.4,Sinŭiju,"Korea, North"
"Oruro, Oruro - Bolivia (-17.9667, -67.1167)",-17.9667,-67.1167,Oruro,Bolivia
"Cabimas, Zulia - Venezuela",10.4,-71.45,Cabimas,Venezuela
"Arkhangelsk, Arkhangel’skaya Oblast’ - Russia",64.5333,40.5333,Arkhangelsk,Russia
"Batangas, Batangas - Philippines",13.83,121.0,Batangas,Philippines
"Ibb, Ibb - Yemen (13.9667, 44.1667)",13.9667,44.1667,Ibb,Yemen
"Ahmadnagar, Mahārāshtra - India",19.08,74.73,Ahmadnagar,India
"Sarai Alamgir, Punjab - Pakistan",32.9,73.75,Sarai Alamgir,Pakistan
"Semey, Abay - Kazakhstan",50.4333,80.2667,Semey,Kazakhstan
"Holguín, Holguín - Cuba",20.8869,-76.2592,Holguín,Cuba
"Tungi, Dhaka - Bangladesh",23.9,90.41,Tungi,Bangladesh
"Yingmen, Gansu - China",39.9487,97.4395,Yingmen,China
"Sawrān, Arbīl - Iraq",36.6606,44.5508,Sawrān,Iraq
"Chita, Zabaykal’skiy Kray - Russia",52.05,113.4667,Chita,Russia
"Olinda, Pernambuco - Brazil",-8.0,-34.8833,Olinda,Brazil
"Praia Grande, São Paulo - Brazil",-24.0061,-46.4028,Praia Grande,Brazil
"Dāsarhalli, Karnātaka - India",13.0465,77.513,Dāsarhalli,India
"Huntsville, Alabama - United States",34.6981,-86.6412,Huntsville,United States
"Shinjuku, Tōkyō - Japan",35.7014,139.7097,Shinjuku,Japan
"Alicante, Valencia - Spain",38.3453,-0.4831,Alicante,Spain
"Cariacica, Espírito Santo - Brazil",-20.2639,-40.42,Cariacica,Brazil
"Varna, Varna - Bulgaria",43.2167,27.9167,Varna,Bulgaria
"Honolulu, Hawaii - United States",21.3294,-157.846,Honolulu,United States
"Antofagasta, Antofagasta - Chile",-23.65,-70.4,Antofagasta,Chile
"Ambon, Maluku - Indonesia",-3.7,128.1667,Ambon,Indonesia
"Nice, Provence-Alpes-Côte d’Azur - France",43.7034,7.2663,Nice,France
"Cascavel, Paraná - Brazil",-24.9556,-53.4553,Cascavel,Brazil
"Pamukkale, Denizli - Turkey",37.9167,29.1167,Pamukkale,Turkey
"Canoas, Rio Grande do Sul - Brazil",-29.92,-51.18,Canoas,Brazil
"Takatsuki, Ōsaka - Japan",34.8461,135.6175,Takatsuki,Japan
"António Enes, Nampula - Mozambique",-16.2333,39.9167,António Enes,Mozambique
"Greensboro, North Carolina - United States",36.0956,-79.8271,Greensboro,United States
"Anaheim, California - United States",33.839,-117.8574,Anaheim,United States
"Plovdiv, Plovdiv - Bulgaria",42.15,24.75,Plovdiv,Bulgaria
"Central Coast, New South Wales - Australia",-33.3,151.2,Central Coast,Australia
"Karşıyaka, İzmir - Turkey",38.4594,27.1153,Karşıyaka,Turkey
"Shāhjānpur, Uttar Pradesh - India",27.88,79.91,Shāhjānpur,India
"Gwagwalada, Federal Capital Territory - Nigeria",8.9392,7.0758,Gwagwalada,Nigeria
"Alamādi, Tamil Nādu - India",13.1097,80.0972,Alamādi,India
"Āvadi, Tamil Nādu - India",13.1147,80.1098,Āvadi,India
"Tanch’ŏn, Hamnam - Korea, North",40.458,128.911,Tanch’ŏn,"Korea, North"
"Khānāpur, Karnātaka - India",15.6394,74.5083,Khānāpur,India
"Wad Medani, Gezira - Sudan",14.4,33.5167,Wad Medani,Sudan
"Kūstī, White Nile - Sudan",13.1667,32.6667,Kūstī,Sudan
"Belfast, Belfast - United Kingdom",54.5964,-5.93,Belfast,United Kingdom
"Hosūr, Tamil Nādu - India",12.7409,77.8253,Hosūr,India
"Cuddapah, Andhra Pradesh - India",14.47,78.82,Cuddapah,India
"Nakano, Tōkyō - Japan",35.7074,139.6638,Nakano,Japan
"Ōtsu, Shiga - Japan",35.0167,135.85,Ōtsu,Japan
"Maseru, Maseru - Lesotho",-29.31,27.48,Maseru,Lesotho
"Makiivka, Donetska Oblast - Ukraine",48.0556,37.9611,Makiivka,Ukraine
"Pavlodar, Pavlodar - Kazakhstan",52.3,76.95,Pavlodar,Kazakhstan
"Chon Buri, Chon Buri - Thailand",13.3611,100.985,Chon Buri,Thailand
"Naga City, Naga - Philippines",13.6244,123.1864,Naga City,Philippines
"Sarıyer, İstanbul - Turkey",41.1669,29.0572,Sarıyer,Turkey
"Brest, Brestskaya Voblasts’ - Belarus",52.1347,23.6569,Brest,Belarus
"Meram, Konya - Turkey",37.8364,32.4383,Meram,Turkey
"Gómez Palacio, Durango - Mexico",25.5611,-103.4983,Gómez Palacio,Mexico
"Paulista, Pernambuco - Brazil",-7.9408,-34.8728,Paulista,Brazil
"Rājahmundry, Andhra Pradesh - India",16.98,81.78,Rājahmundry,India
"Koshigaya, Saitama - Japan",35.8911,139.7909,Koshigaya,Japan
"Vũng Tàu, Bà Rịa-Vũng Tàu - Vietnam",10.3833,107.1167,Vũng Tàu,Vietnam
"Jeonju, Jeonbuk - Korea, South",35.8167,127.15,Jeonju,"Korea, South"
"Alwar, Rājasthān - India",27.5498,76.6355,Alwar,India
"Tokorozawa, Saitama - Japan",35.7996,139.4686,Tokorozawa,Japan
"Sumqayıt, Sumqayıt - Azerbaijan",40.5897,49.6686,Sumqayıt,Azerbaijan
"Vitória da Conquista, Bahia - Brazil",-14.8658,-40.8389,Vitória da Conquista,Brazil
"Simferopol, Krym, Avtonomna Respublika - Ukraine",44.9519,34.1022,Simferopol,Ukraine
"Buôn Ma Thuột, Đắk Lắk - Vietnam",12.6667,108.05,Buôn Ma Thuột,Vietnam
"Serekunda, Kanifing - Gambia, The",13.4333,-16.6667,Serekunda,"Gambia, The"
"Islip, New York - United States",40.7385,-73.1888,Islip,United States
"Cuernavaca, Morelos - Mexico",18.9186,-99.2342,Cuernavaca,Mexico
"Markham, Ontario - Canada",43.8767,-79.2633,Markham,Canada
"Bielefeld, North Rhine-Westphalia - Germany",52.0211,8.5347,Bielefeld,Germany
"Uberaba, Minas Gerais - Brazil",-19.7478,-47.9319,Uberaba,Brazil
"Jitpur, Nepal - Nepal",27.6666,85.3333,Jitpur,Nepal
"Bydgoszcz, Kujawsko-Pomorskie - Poland",53.1219,18.0003,Bydgoszcz,Poland
"Tangdong, Hunan - China",25.973,113.231,Tangdong,China
"Chinju, Gyeongnam - Korea, South",35.2,128.0833,Chinju,"Korea, South"
"Corpus Christi, Texas - United States",27.7254,-97.3767,Corpus Christi,United States
"Fort Wayne, Indiana - United States",41.0888,-85.1436,Fort Wayne,United States
"Reading, Reading - United Kingdom",51.4542,-0.9731,Reading,United Kingdom
"Randburg, Gauteng - South Africa",-26.0936,28.0064,Randburg,South Africa
"Matadi, Kongo Central - Congo (Kinshasa)",-5.8167,13.4833,Matadi,Congo (Kinshasa)
"Bonn, North Rhine-Westphalia - Germany",50.7333,7.1,Bonn,Germany
"Iwaki, Fukushima - Japan",37.0505,140.8877,Iwaki,Japan
"Oshawa, Ontario - Canada",43.9,-78.85,Oshawa,Canada
"Shah Latif Town, Sindh - Pakistan",24.8806,67.1625,Shah Latif Town,Pakistan
"Sambalpur, Odisha - India",21.47,83.97,Sambalpur,India
"Fort Collins, Colorado - United States",40.5477,-105.0656,Fort Collins,United States
"Jackson, Mississippi - United States",32.3157,-90.2125,Jackson,United States
"Yingzhong, Jiangsu - China",32.237,119.815,Yingzhong,China
"Santo Domingo de los Colorados, Santo Domingo de los Tsáchilas - Ecuador",-0.2542,-79.1719,Santo Domingo de los Colorados,Ecuador
"Uruapan, Michoacán - Mexico",19.4208,-102.0628,Uruapan,Mexico
"Lublin, Lubelskie - Poland",51.25,22.5667,Lublin,Poland
"Licheng, Guangxi - China",24.5,110.4,Licheng,China
"Tampere, Pirkanmaa - Finland",61.4981,23.76,Tampere,Finland
"Belgorod, Belgorodskaya Oblast’ - Russia",50.6,36.6,Belgorod,Russia
"Muzaffarpur, Bihār - India",26.1225,85.3906,Muzaffarpur,India
"Viña del Mar, Valparaíso - Chile",-33.0244,-71.5517,Viña del Mar,Chile
"Tepic, Nayarit - Mexico",21.5083,-104.8931,Tepic,Mexico
"Khipro, Sindh - Pakistan",25.823,69.377,Khipro,Pakistan
"Hangu, Tianjin - China",39.232,117.777,Hangu,China
"Asan, Chungnam - Korea, South (36.7833, 126.9833)",36.7833,126.9833,Asan,"Korea, South"
"Chak Jhumra, Punjab - Pakistan",31.5667,73.1833,Chak Jhumra,Pakistan
"Myrtle Beach, South Carolina - United States",33.7094,-78.8844,Myrtle Beach,United States
"Soledad de Graciano Sánchez, San Luis Potosí - Mexico",22.1833,-100.9333,Soledad de Graciano Sánchez,Mexico
"Şalālah, Z̧ufār - Oman",17.0197,54.0897,Şalālah,Oman
"Santarém, Pará - Brazil",-2.43,-54.72,Santarém,Brazil
"Yanbu, Al Madīnah al Munawwarah - Saudi Arabia",24.0883,38.0582,Yanbu,Saudi Arabia
"Maebashi, Gunma - Japan",36.3895,139.0634,Maebashi,Japan
"Kaluga, Kaluzhskaya Oblast’ - Russia",54.55,36.2833,Kaluga,Russia
"Dumai, Riau - Indonesia",1.6667,101.45,Dumai,Indonesia
"Beylikdüzü, İstanbul - Turkey",41.0011,28.6419,Beylikdüzü,Turkey
"Gəncə, Gəncə - Azerbaijan",40.6828,46.3606,Gəncə,Azerbaijan
"Asahikawa, Hokkaidō - Japan",43.7667,142.3667,Asahikawa,Japan
"Kendari, Sulawesi Tenggara - Indonesia",-3.9907,122.5086,Kendari,Indonesia
"Wŏnju, Gangwon - Korea, South",37.3417,127.9208,Wŏnju,"Korea, South"
"Birkat as Sab‘, Al Minūfīyah - Egypt",30.6338,31.0848,Birkat as Sab‘,Egypt
"Lafia, Nasarawa - Nigeria",8.4917,8.5167,Lafia,Nigeria
"Dahūk, Dahūk - Iraq",36.8667,43.0,Dahūk,Iraq
"Finglas, Dublin - Ireland",53.4597,-6.2181,Finglas,Ireland
"Kāmārhāti, West Bengal - India",22.6686,88.3704,Kāmārhāti,India
"Thái Nguyên, Thái Nguyên - Vietnam",21.6,105.85,Thái Nguyên,Vietnam
"Bamiantong, Heilongjiang - China",44.9167,130.5167,Bamiantong,China
"Nicosia, Lefkosía - Cyprus",35.1725,33.365,Nicosia,Cyprus
"São Vicente, São Paulo - Brazil",-23.9633,-46.3922,São Vicente,Brazil
"Ribeirão das Neves, Minas Gerais - Brazil",-19.7669,-44.0869,Ribeirão das Neves,Brazil
"Guédiawaye, Dakar - Senegal",14.7833,-17.4,Guédiawaye,Senegal
"Ciudad Obregón, Sonora - Mexico",27.4939,-109.9389,Ciudad Obregón,Mexico
"São José dos Pinhais, Paraná - Brazil",-25.535,-49.2058,São José dos Pinhais,Brazil
"Campīernagar, Uttar Pradesh - India",27.029,83.2668,Campīernagar,India
"Phatthaya, Chon Buri - Thailand",12.9357,100.889,Phatthaya,Thailand
"Fayetteville, North Carolina - United States",35.085,-78.9772,Fayetteville,United States
"Debrecen, Hajdú-Bihar - Hungary",47.53,21.6392,Debrecen,Hungary
"Mirpur Mathelo, Sindh - Pakistan",28.0167,69.5333,Mirpur Mathelo,Pakistan
"Sultanbeyli, İstanbul - Turkey",40.9683,29.2617,Sultanbeyli,Turkey
"Bijāpur, Karnātaka - India",16.83,75.71,Bijāpur,India
"Cabanatuan City, Nueva Ecija - Philippines",15.4908,120.9678,Cabanatuan City,Philippines
"Tharād, Gujarāt - India",24.3926,71.6248,Tharād,India
"Antioch, California - United States",37.9787,-121.796,Antioch,United States
"Si Racha, Chon Buri - Thailand",13.174,100.93,Si Racha,Thailand
"Salamanca, Guanajuato - Mexico",20.5703,-101.1972,Salamanca,Mexico
"Ratnāgiri, Mahārāshtra - India",16.9944,73.3,Ratnāgiri,India
"Ulanhot, Inner Mongolia - China",46.0722,122.0933,Ulanhot,China
"Koriyama, Fukushima - Japan",37.4004,140.3597,Koriyama,Japan
"Yunzhong, Shanxi - China",39.8279,113.1,Yunzhong,China
"Roodepoort, Gauteng - South Africa",-26.1625,27.8725,Roodepoort,South Africa
"Volzhskiy, Volgogradskaya Oblast’ - Russia",48.8056,44.7417,Volzhskiy,Russia
"Pucallpa, Ucayali - Peru",-8.3833,-74.55,Pucallpa,Peru
"San Pedro, Laguna - Philippines",14.3583,121.0583,San Pedro,Philippines
"Pelotas, Rio Grande do Sul - Brazil",-31.7719,-52.3425,Pelotas,Brazil
"Kōchi, Kōchi - Japan",33.5589,133.5314,Kōchi,Japan
"Rāmpur, Uttar Pradesh - India",28.8,79.0,Rāmpur,India
"Kuching, Sarawak - Malaysia",1.5575,110.3439,Kuching,Malaysia
"Cotabato, Cotabato - Philippines",7.22,124.25,Cotabato,Philippines
"Cimanggis, Jawa Barat - Indonesia",-6.3645,106.8591,Cimanggis,Indonesia
"Gonaïves, Artibonite - Haiti",19.4456,-72.6883,Gonaïves,Haiti
"Nazrēt, Oromīya - Ethiopia",8.5414,39.2689,Nazrēt,Ethiopia
"Kikuyu, Kiambu - Kenya",-1.25,36.6667,Kikuyu,Kenya
"Córdoba, Andalusia - Spain",37.8845,-4.7796,Córdoba,Spain
"Kluang, Johor - Malaysia",2.0336,103.3194,Kluang,Malaysia
"Mekele, Tigray - Ethiopia",13.4969,39.4769,Mekele,Ethiopia
"Binxian, Shaanxi - China",35.0542,108.0814,Binxian,China
"Nantes, Pays de la Loire - France",47.2181,-1.5528,Nantes,France
"Vaughan, Ontario - Canada",43.8333,-79.5,Vaughan,Canada
"Kaiyuan, Yunnan - China",23.7111,103.2461,Kaiyuan,China
"Vitória, Espírito Santo - Brazil",-20.2889,-40.3083,Vitória,Brazil
"Shimoga, Karnātaka - India",13.9333,75.5667,Shimoga,India
"Lansing, Michigan - United States",42.7142,-84.5601,Lansing,United States
"Uíge, Uíge - Angola",-7.6167,15.05,Uíge,Angola
"Hotan, Xinjiang - China",37.1167,79.9167,Hotan,China
"Camagüey, Camagüey - Cuba",21.3839,-77.9075,Camagüey,Cuba
"Taourirt, Oriental - Morocco",34.4169,-2.885,Taourirt,Morocco
"San Salvador de Jujuy, Jujuy - Argentina",-24.1833,-65.3,San Salvador de Jujuy,Argentina
"Kāshīpur, Uttarākhand - India",29.22,78.95,Kāshīpur,India
"Thủ Dầu Một, Bình Dương - Vietnam",10.9667,106.65,Thủ Dầu Một,Vietnam
"Al Kūt, Wāsiţ - Iraq",32.4907,45.8304,Al Kūt,Iraq
"Lexington, Kentucky - United States",38.0423,-84.4587,Lexington,United States
"Sukabumi, Jawa Barat - Indonesia",-6.9181,106.9315,Sukabumi,Indonesia
"Münster, North Rhine-Westphalia - Germany",51.9625,7.6256,Münster,Germany
"Menongue, Cuando Cubango - Angola",-14.6556,17.6842,Menongue,Angola
"Mobile, Alabama - United States",30.6782,-88.1162,Mobile,United States
"Godē, Sumalē - Ethiopia",5.9527,43.5516,Godē,Ethiopia
"Okene, Kogi - Nigeria",7.55,6.2333,Okene,Nigeria
"Jūnāgadh, Gujarāt - India",21.5222,70.4579,Jūnāgadh,India
"Smolensk, Smolenskaya Oblast’ - Russia",54.7828,32.0453,Smolensk,Russia
"Guasavito, Sinaloa - Mexico",25.5744,-108.4706,Guasavito,Mexico
"Asan, Chungnam - Korea, South (36.35, 126.9167)",36.35,126.9167,Asan,"Korea, South"
"Nukus, Qoraqalpog‘iston - Uzbekistan",42.4667,59.6,Nukus,Uzbekistan
"Kaech’ŏn, P’yŏngnam - Korea, North",39.6986,125.9061,Kaech’ŏn,"Korea, North"
"Tehuacán, Puebla - Mexico",18.4617,-97.3928,Tehuacán,Mexico
"Coatzacoalcos, Veracruz - Mexico",18.15,-94.4333,Coatzacoalcos,Mexico
"Muhanga, Southern Province - Rwanda",-2.0845,29.7527,Muhanga,Rwanda
"Youngstown, Ohio - United States",41.0993,-80.6463,Youngstown,United States
"Zalantun, Inner Mongolia - China",48.027,122.708,Zalantun,China
"Saransk, Mordoviya - Russia",54.1833,45.1833,Saransk,Russia
"Katsina, Katsina - Nigeria",12.9889,7.6008,Katsina,Nigeria
"Puerto Plata, Cibao Norte - Dominican Republic",19.8,-70.6833,Puerto Plata,Dominican Republic
